Image_ID,Latitude,Longitude,County,Total_Cropland(Ha),Total_Pastureland(Ha),Total_Forestland(Ha),Low_Damage_Cropland(Ha),Moderate_Damage_Cropland(Ha),High_Damage_Cropland(Ha),Low_Damage_Pastureland(Ha),Moderate_Damage_Pastureland(Ha),High_Damage_Pastureland(Ha),Low_Damage_Forestland(Ha),Moderate_Damage_Forestland(Ha),High_Damage_Forestland(Ha)
124,1.9523086069769562,36.02944975240894,Turkana,61.59,21.29,1.73,52.34,7.8900000000000015,1.36,19.01,1.9,0.38,1.04,0.6,0.09
127,2.2786665496975784,35.745492291098756,Turkana,0.0,203.54,0.51,0.0,0.0,0.0,142.37,53.99,7.18,0.35000000000000003,0.15,0.01
125,2.236445731343961,35.751960161144424,Turkana,0.28,129.31,0.0,0.24,0.04,0.0,77.58,42.09,9.64,0.0,0.0,0.0
129,3.108979366809252,35.65988284452217,Turkana,0.01,177.4,2.95,0.0,0.01,0.0,145.13,28.1,4.17,2.12,0.76,0.07
128,1.9811445275971926,36.072119728404616,Turkana,15.1,114.02,33.28,10.94,3.89,0.27,92.02,20.28,1.72,23.37,9.1,0.81
126,1.9516797862780724,36.030258236164656,Turkana,81.62,13.77,1.78,70.9,9.32,1.4,11.71,1.76,0.3,1.06,0.59,0.13
130,3.090563903484802,35.60957718861148,Turkana,37.31,0.0,0.0,32.55,4.61,0.15,0.0,0.0,0.0,0.0,0.0,0.0
134,2.7004255755916935,36.24818952409204,Turkana,0.02,175.20000000000005,5.6000000000000005,0.02,0.0,0.0,151.08,21.58,2.54,5.03,0.5700000000000001,0.0
131,2.6566776212550725,36.2666049874165,Turkana,0.9,105.73,24.09,0.87,0.03,0.0,87.98,16.4,1.35,20.11,3.53,0.45
133,2.63951979932839,36.23103170216537,Turkana,0.0,151.88,0.02,0.0,0.0,0.0,133.52,15.95,2.41,0.02,0.0,0.0
132,2.6436520496353397,36.24441659989874,Turkana,3.31,183.62,0.0,2.71,0.55,0.05,163.39,18.26,1.97,0.0,0.0,0.0
136,2.0205805685700398,36.127994939076856,Turkana,204.92,30.39,0.32,121.73,39.31,43.88,25.93,3.66,0.8,0.27,0.02,0.03
138,3.1203879709175695,35.60805005262847,Turkana,9.89,8.63,9.34,7.76,1.88,0.25,6.5200000000000005,1.73,0.38,6.23,2.81,0.3
137,2.50010126723304,35.299927910175484,Turkana,0.0,249.09,1.6,0.0,0.0,0.0,171.18,70.33,7.58,1.16,0.4,0.04
139,1.950062818766657,36.01660384384603,Turkana,0.0,219.14,6.0,0.0,0.0,0.0,196.93,20.06,2.15,4.33,1.38,0.29
5,2.032887487962477,35.89964319385368,Turkana,0.0,269.87,37.26,0.0,0.0,0.0,196.47,68.36,5.04,25.17,11.41,0.68
135,1.6761664886386152,36.051009319227816,Turkana,4.11,170.41,41.96,2.19,1.85,0.07,133.63,33.28,3.5,30.29,10.44,1.23
6,2.0926254543564253,35.952733627145136,Turkana,0.0,167.81,6.09,0.0,0.0,0.0,138.27,27.26,2.28,4.87,1.07,0.15
140,2.2114725664454378,35.77163326586664,Turkana,2.06,104.85,0.0,1.21,0.67,0.18,59.85,33.6,11.4,0.0,0.0,0.0
142,2.385566068507801,35.64712676748768,Turkana,2.65,283.87,7.6,2.41,0.21,0.03,241.9,39.05,2.92,5.39,1.94,0.27
141,2.381972807371323,35.6623981273177,Turkana,33.08,234.14,6.7700000000000005,22.54,8.0,2.54,142.15,69.78,22.21,5.26,1.23,0.28
146,2.3589759360978633,35.65853537159599,Turkana,0.47,118.31,0.8300000000000001,0.39,0.08,0.0,82.11,28.61,7.59,0.62,0.18,0.03
144,2.6167025911117543,36.20381274905654,Turkana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,2.2112030718602025,35.71737502270582,Turkana,0.0,166.97,0.0,0.0,0.0,0.0,91.5,59.11,16.36,0.0,0.0,0.0
143,3.1639562621973667,35.655211605044755,Turkana,110.77,45.28,0.17,85.43,22.51,2.83,35.43,8.74,1.11,0.15,0.01,0.01
149,2.7166850822342568,35.13320059344289,Turkana,0.0,151.59,2.68,0.0,0.0,0.0,127.57,22.82,1.2,2.46,0.21,0.01
150,2.88341239896684,35.24989174885002,Turkana,0.0,128.11,1.93,0.0,0.0,0.0,110.52,16.330000000000002,1.26,1.56,0.36,0.01
151,2.2161438059228598,35.72078862078547,Turkana,0.0,152.48,0.0,0.0,0.0,0.0,87.60000000000002,52.11,12.77,0.0,0.0,0.0
148,2.213359028542089,35.71881232716041,Turkana,0.0,142.57,0.0,0.0,0.0,0.0,79.41,49.15,14.01,0.0,0.0,0.0
147,3.0333412198863883,35.33325540721631,Turkana,0.0,102.15,0.0,0.0,0.0,0.0,78.81,19.84,3.5,0.0,0.0,0.0
159,2.0500453098891604,35.41661906558261,Turkana,0.0,237.07,51.35,0.0,0.0,0.0,203.67,31.67,1.73,44.96,6.1400000000000015,0.25
153,2.1315225061588006,35.525494878017895,Turkana,8.14,154.25,0.31,5.01,2.85,0.28,99.7,46.89,7.66,0.2,0.11,0.0
152,3.1404204017534356,35.59601262782127,Turkana,88.43,79.21000000000002,0.74,75.58,12.33,0.52,70.49,8.0,0.72,0.62,0.12,0.0
156,1.1550537923208806,36.3507771295385,Turkana,0.0,70.58,15.03,0.0,0.0,0.0,54.28,15.33,0.97,11.54,2.98,0.51
7,2.6011617366964863,35.04238091821841,Turkana,0.0,287.5,14.29,0.0,0.0,0.0,206.27,75.91,5.32,8.540000000000001,4.18,1.57
158,2.3889796665874554,35.71297327781363,Turkana,0.0,22.4,0.0,0.0,0.0,0.0,15.22,6.08,1.1,0.0,0.0,0.0
155,1.1666420594860223,36.36694680465264,Turkana,0.0,55.36,64.93,0.0,0.0,0.0,43.55,11.42,0.39,44.53,19.92,0.48
157,3.257920040916269,35.676322014221554,Turkana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,2.3905966340988707,35.63940125604425,Turkana,0.0,22.39,1.18,0.0,0.0,0.0,20.31,1.91,0.17,1.04,0.14,0.0
160,-1.2666245506085252,35.51660155670511,Narok,48.23,133.47,59.09,39.77,8.1,0.36,116.27,16.64,0.56,52.15,6.62,0.32
161,-1.0832784011197312,35.86658519139807,Narok,52.62000000000001,0.0,0.13,31.84,17.66,3.12,0.0,0.0,0.0,0.1,0.03,0.0
162,-1.1166058981605653,34.816634287319175,Narok,0.0,1.9,162.65,0.0,0.0,0.0,1.02,0.51,0.37,114.75,40.97,6.93
163,2.280373348737405,35.03196046092262,West Pokot,4.3500000000000005,113.06,53.5,2.71,1.38,0.26,75.83,33.15,4.08,33.83,17.7,1.97
168,-0.01661883275621115,36.59987995782484,Nyandarua,77.75,27.15,1.69,36.29,26.01,15.45,14.84,8.48,3.83,0.95,0.43,0.31
164,2.4553651660838884,35.18018248280235,West Pokot,0.0,7.53,20.14,0.0,0.0,0.0,5.75,1.69,0.09,15.28,4.43,0.43
169,-0.01661883275621115,36.63329728639408,Nyandarua,173.82,11.79,0.0,66.34,49.73,57.75,4.8100000000000005,4.12,2.86,0.0,0.0,0.0
165,-0.44987629428705633,35.19994541905298,Kericho,221.27,0.03,0.45,104.39,56.23,60.65,0.03,0.0,0.0,0.24,0.19,0.02
166,-0.3555531894545066,36.531877490816996,Nyandarua,256.88,0.22,2.26,101.31,89.85000000000002,65.72,0.1,0.1,0.02,0.99,0.74,0.53
167,-0.27551329763945726,36.48193116101994,Nyandarua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,0.6695143812542794,36.60580883870003,Laikipia,25.37,188.6,8.3,8.83,9.85,6.69,73.69,81.52,33.39,3.45,3.43,1.42
172,0.3166561376521313,36.34987881425438,Laikipia,166.4,59.6,48.78,69.7,65.67,31.03,27.05,23.51,9.04,30.43,15.41,2.94
171,0.7855767159625215,36.50690432591847,Laikipia,0.0,8.8,119.52,0.0,0.0,0.0,4.99,2.9,0.91,60.22,43.15,16.15
177,0.4333472930592572,36.51660613098696,Laikipia,0.0,100.15,133.66,0.0,0.0,0.0,54.79,36.92,8.44,68.91,46.23,18.52
173,-0.03332749704083425,36.733279777516586,Laikipia,193.27,20.81,0.0,79.84,66.0,47.43,4.99,7.0600000000000005,8.76,0.0,0.0,0.0
175,0.2667098078550859,36.51660613098696,Laikipia,272.19,96.83,3.8,86.91,125.89,59.39,21.86,43.06,31.91,0.92,1.71,1.17
176,0.23338231081425168,36.51660613098696,Laikipia,206.1,45.46,16.52,58.12000000000001,89.29,58.69,16.68,20.56,8.22,6.47,7.62,2.43
174,0.4001096275468349,36.366587478539,Laikipia,380.61,0.0,0.32,69.05,99.64,211.92,0.0,0.0,0.0,0.01,0.06,0.25
179,0.0334173285692462,37.01660841812789,Laikipia,2.28,139.46,96.26,1.32,0.85,0.11,78.4,53.67,7.3900000000000015,44.7,43.05,8.51
178,0.3500734662213775,36.56664229231242,Laikipia,166.23,31.95,2.83,86.77,59.54,19.92,17.41,10.98,3.56,1.3,1.05,0.48
180,0.18334614948879432,36.54993362802779,Laikipia,0.0,234.54,114.19,0.0,0.0,0.0,86.69,109.01,38.84,41.26,50.38,22.55
181,0.2500909750988748,36.53331479527158,Laikipia,379.7,0.0,0.0,67.19,115.58,196.93,0.0,0.0,0.0,0.0,0.0,0.0
182,0.0334173285692462,36.983280921087044,Laikipia,32.25,91.0,7.7,19.75,9.72,2.78,52.76,26.57,11.67,3.31,3.23,1.16
8,2.2369847205144326,35.72833446917208,Turkana,0.0,38.34,0.0,0.0,0.0,0.0,25.83,10.37,2.14,0.0,0.0,0.0
183,-0.0666549940816685,38.11659548353224,Tharaka-Nithi,2.37,99.62,59.87000000000001,1.0,1.21,0.16,55.94,35.89,7.79,34.34,21.8,3.73
185,3.3008595114971815,37.039425626344524,Marsabit,0.0,38.15,6.57,0.0,0.0,0.0,29.13,7.26,1.76,3.3000000000000003,2.21,1.06
184,-0.4665849585716795,37.183335734860464,Kirinyaga,2.62,15.51,210.27,1.3,0.53,0.79,7.35,2.79,5.37,73.97,47.53,88.77
187,3.0969419420020508,37.38321088557706,Marsabit,0.86,193.0,9.8,0.47,0.37,0.02,133.75,40.91,18.34,3.87,3.54,2.39
186,2.660091219334727,36.69105895916297,Marsabit,0.0,3.23,6.57,0.0,0.0,0.0,1.44,1.36,0.43,1.52,2.47,2.58
188,3.1233524113551647,37.416628214146314,Marsabit,12.28,132.79,38.05,10.13,1.79,0.36,96.45,28.13,8.21,8.15,9.88,20.02
191,3.145361135816093,36.82320113745695,Marsabit,2.44,21.43,0.03,1.35,0.92,0.17,17.07,3.84,0.52,0.03,0.0,0.0
189,3.3206224477478115,37.0723937972717,Marsabit,0.0,155.53,0.52,0.0,0.0,0.0,114.05,35.41000000000001,6.07,0.4,0.08,0.04
190,1.5905570420620245,37.802095302561995,Marsabit,2.48,168.58,33.910000000000004,0.52,1.35,0.61,63.58,74.34,30.66,12.35,13.93,7.63
193,3.1554222669982313,36.81385865850211,Marsabit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,2.851522206380597,36.70821678108965,Marsabit,0.0,15.08,0.06,0.0,0.0,0.0,9.36,5.0200000000000005,0.7000000000000001,0.04,0.02,0.0
194,2.7517193783149185,36.721601678823035,Marsabit,19.44,15.54,0.12,16.27,2.98,0.19,14.51,0.98,0.05,0.07,0.05,0.0
196,3.1792276220273985,36.94411437469944,Marsabit,2.36,247.04,2.96,1.08,0.67,0.61,162.42000000000004,55.83,28.79,2.63,0.24,0.09
9,2.253693384799056,35.73462267616091,Turkana,1.52,170.71,0.13,1.25,0.2,0.07,128.81,37.85,4.05,0.1,0.03,0.0
195,3.122274433014221,37.4240842310045,Marsabit,0.86,193.13,4.54,0.63,0.22,0.01,114.73,60.69,17.71,2.19,1.8,0.55
198,3.1894684162663607,36.9362990317276,Marsabit,3.18,276.04,1.27,1.73,1.11,0.34,119.7,84.98,71.36,0.3,0.28,0.6900000000000001
10,2.2053640225134252,35.79741491452087,Turkana,0.0,155.58,6.71,0.0,0.0,0.0,121.24,32.37,1.97,4.98,1.68,0.05
199,3.1508408590492216,36.825985914837716,Marsabit,0.0,58.94,2.23,0.0,0.0,0.0,30.48,16.67,11.79,0.5700000000000001,1.06,0.6
197,3.161171484816596,36.88877815319768,Marsabit,0.0,45.76,0.45,0.0,0.0,0.0,30.14,12.49,3.13,0.1,0.26,0.09
11,2.2412068023497946,35.72132760995595,Turkana,0.0,40.52,0.0,0.0,0.0,0.0,32.78,7.1400000000000015,0.6,0.0,0.0,0.0
201,3.1303592705712964,36.90710378499371,Marsabit,0.0,7.73,0.36,0.0,0.0,0.0,5.26,2.19,0.28,0.35000000000000003,0.01,0.0
200,3.321161436918283,37.06915986224888,Marsabit,0.0,181.83,1.12,0.0,0.0,0.0,139.8,36.83,5.2,0.77,0.32,0.03
202,3.193061677402839,36.91743441076109,Marsabit,0.0,58.17,0.07,0.0,0.0,0.0,39.3,17.87,1.0,0.03,0.04,0.0
203,2.6655709425678564,37.07320228102742,Marsabit,0.0,119.09,3.17,0.0,0.0,0.0,66.67,39.71,12.71,1.61,1.23,0.33
205,3.1220049384289847,37.42740799755575,Marsabit,0.0,177.03,44.68,0.0,0.0,0.0,92.1,61.29,23.64,18.96,16.75,8.97
206,3.1670105341633734,36.891293435993205,Marsabit,0.0,28.81,0.58,0.0,0.0,0.0,17.44,9.01,2.36,0.47,0.08,0.03
204,3.1680885125043163,36.89237141433415,Marsabit,0.0,188.79,10.47,0.0,0.0,0.0,111.44,55.54,21.81,4.89,3.67,1.91
12,2.276959750657751,35.74459397581464,Turkana,0.0,288.8400000000001,4.94,0.0,0.0,0.0,169.98,107.74,11.12,3.23,1.48,0.23
207,3.3222394152592267,37.06942935683411,Marsabit,2.17,178.01,0.68,1.5,0.53,0.14,139.63,34.01,4.37,0.54,0.13,0.01
208,3.288103434462685,37.03053230503174,Marsabit,0.0,73.03,0.01,0.0,0.0,0.0,66.49,6.1000000000000005,0.44,0.01,0.0,0.0
210,3.183988693033232,36.937107515483305,Marsabit,0.0,121.18,0.8200000000000001,0.0,0.0,0.0,49.23,36.17,35.78,0.27,0.14,0.41
209,2.324480629187674,37.47438988691519,Marsabit,0.0,219.9,72.7,0.0,0.0,0.0,91.99,86.62,41.29,25.66,31.73,15.31
214,2.491207945920257,37.560538322662254,Marsabit,0.02,256.15,1.8,0.02,0.0,0.0,121.52,79.17,55.46,0.77,0.55,0.48
213,2.74534133979767,36.728518706510755,Marsabit,0.0,1.99,0.0,0.0,0.0,0.0,1.46,0.48,0.05,0.0,0.0,0.0
211,3.17284958351015,36.95049241321669,Marsabit,0.0,93.29,34.53,0.0,0.0,0.0,66.05,21.96,5.28,24.68,5.7700000000000005,4.08
212,2.931202772081999,37.6359968065283,Marsabit,1.25,164.16,38.19,1.17,0.08,0.0,110.38,43.6,10.18,29.21,8.03,0.95
13,2.9041634820300013,35.26381563575387,Turkana,0.0,152.59,17.57,0.0,0.0,0.0,142.49,9.83,0.27,15.23,2.31,0.03
215,3.3215207630319306,37.06942935683411,Marsabit,0.0,219.9,0.94,0.0,0.0,0.0,144.20000000000005,62.03,13.67,0.51,0.31,0.12
216,2.7019527115746964,37.2631959636187,Marsabit,0.0,121.42,62.82,0.0,0.0,0.0,35.71,40.43,45.28,26.99,21.76,14.07
14,2.857001929613726,35.20273019643375,Turkana,0.0,100.49,13.79,0.0,0.0,0.0,82.11,14.64,3.74,9.19,3.77,0.8300000000000001
217,3.185605660544647,36.94662965749498,Marsabit,0.0,113.63,2.83,0.0,0.0,0.0,32.76,37.68,43.19,0.51,0.44,1.88
218,3.1841683560900558,36.94321605941532,Marsabit,0.0,130.62,3.16,0.0,0.0,0.0,47.36,32.75,50.51,0.9,0.9,1.36
3,2.0698082461397895,35.889582062671536,Turkana,0.0,13.01,0.0,0.0,0.0,0.0,6.3,5.89,0.8200000000000001,0.0,0.0,0.0
219,3.2839711841557344,37.03960528940135,Marsabit,0.0,183.22,1.29,0.0,0.0,0.0,59.13,69.68,54.41,0.27,0.22,0.8
