Image_ID,Latitude,Longitude,County,Total_Cropland(Ha),Total_Pastureland(Ha),Total_Forestland(Ha),Low_Damage_Cropland(Ha),Moderate_Damage_Cropland(Ha),High_Damage_Cropland(Ha),Low_Damage_Pastureland(Ha),Moderate_Damage_Pastureland(Ha),High_Damage_Pastureland(Ha),Low_Damage_Forestland(Ha),Moderate_Damage_Forestland(Ha),High_Damage_Forestland(Ha)
78,2.6064617968727912,35.0370808580421,Turkana,0.0,402.01,30.01,0.0,0.0,0.0,397.83,4.18,0.0,28.76,1.25,0.0
76,2.5981074647304805,35.037440184155756,Turkana,0.0,334.27,72.58,0.0,0.0,0.0,332.77,1.5,0.0,71.57000000000002,1.01,0.0
77,2.601970220452194,35.04381822267301,Turkana,0.0,328.81,31.81,0.0,0.0,0.0,327.6,1.21,0.0,31.28,0.53,0.0
75,2.2739953102201564,35.72330390358101,Turkana,3.52,159.4,0.0,3.51,0.01,0.0,158.86,0.54,0.0,0.0,0.0,0.0
83,2.610863541764977,35.045255527127594,Turkana,0.0,388.12,31.63,0.0,0.0,0.0,381.16,6.96,0.0,29.31,2.32,0.0
80,2.5869683552073983,35.020731519871134,Turkana,0.0,306.07,57.93,0.0,0.0,0.0,298.18,7.8900000000000015,0.0,52.45,5.48,0.0
81,2.6017007258669578,35.03438591218975,Turkana,0.0,355.22,28.15,0.0,0.0,0.0,349.65000000000015,5.57,0.0,27.21,0.94,0.0
82,2.6123008462195685,35.04444704337189,Turkana,0.0,390.72,33.32,0.0,0.0,0.0,383.45,7.27,0.0,30.52,2.8000000000000003,0.0
79,2.6011617366964863,35.03384692301928,Turkana,0.0,370.52,38.21,0.0,0.0,0.0,367.4,3.12,0.0,37.61,0.6,0.0
84,2.6091567427251503,35.04489620101394,Turkana,0.0,411.25,36.98,0.0,0.0,0.0,404.68,6.57,0.0,35.19,1.79,0.0
85,2.205543685570249,35.799121713560695,Turkana,0.0,323.44,0.22,0.0,0.0,0.0,322.72,0.72,0.0,0.22,0.0,0.0
86,2.266179967248317,35.75465510699678,Turkana,0.0,321.47,0.89,0.0,0.0,0.0,321.44,0.03,0.0,0.89,0.0,0.0
87,2.2753427831463364,35.77100444516776,Turkana,2.96,378.56,2.29,2.96,0.0,0.0,378.56,0.0,0.0,2.29,0.0,0.0
89,2.232852470207483,35.72078862078547,Turkana,0.0,26.49,0.1,0.0,0.0,0.0,26.48,0.01,0.0,0.1,0.0,0.0
88,2.2169522896785674,35.71207496252951,Turkana,0.0,170.42000000000004,3.26,0.0,0.0,0.0,170.42000000000004,0.0,0.0,3.26,0.0,0.0
91,2.2154251536955636,35.79049788683315,Turkana,0.0,404.3,0.0,0.0,0.0,0.0,404.24,0.06,0.0,0.0,0.0,0.0
93,2.2750732885611002,35.76992646682682,Turkana,0.0,39.29,0.0,0.0,0.0,0.0,39.29,0.0,0.0,0.0,0.0,0.0
90,2.217311615792215,35.71207496252951,Turkana,0.0,201.58,3.98,0.0,0.0,0.0,201.58,0.0,0.0,3.98,0.0,0.0
92,2.2611494016572475,35.76444674359368,Turkana,0.0,423.14,2.38,0.0,0.0,0.0,423.13,0.01,0.0,2.38,0.0,0.0
95,2.279025875811226,35.722136093711654,Turkana,0.0,12.17,0.0,0.0,0.0,0.0,12.16,0.01,0.0,0.0,0.0,0.0
96,2.308939774772406,35.70102568453484,Turkana,0.27,10.66,0.0,0.27,0.0,0.0,10.66,0.0,0.0,0.0,0.0,0.0
94,2.270581712140503,35.72941244751303,Turkana,0.71,12.65,0.0,0.71,0.0,0.0,12.64,0.01,0.0,0.0,0.0,0.0
97,2.7923232291571205,35.18548254297865,Turkana,0.0,29.56,0.99,0.0,0.0,0.0,29.56,0.0,0.0,0.99,0.0,0.0
101,2.4189833970770476,35.443478692577784,Turkana,0.0,16.740000000000002,3.63,0.0,0.0,0.0,16.7,0.04,0.0,3.62,0.01,0.0
99,2.2691444076859115,35.726627670132245,Turkana,0.0,12.02,0.0,0.0,0.0,0.0,12.01,0.01,0.0,0.0,0.0,0.0
100,2.4158392935826294,35.43377688750928,Turkana,0.0,7.0200000000000005,0.92,0.0,0.0,0.0,6.94,0.08,0.0,0.92,0.0,0.0
102,2.4147613152416856,35.42021232671908,Turkana,0.19,4.09,28.96,0.19,0.0,0.0,4.04,0.05,0.0,28.96,0.0,0.0
98,2.8950904976603935,35.298221111135646,Turkana,0.0,128.1,1.74,0.0,0.0,0.0,128.02,0.08,0.0,1.74,0.0,0.0
106,2.2828886315329404,35.668506671249716,Turkana,0.0,120.73,0.27,0.0,0.0,0.0,120.73,0.0,0.0,0.27,0.0,0.0
103,2.428415707560302,35.4187750222645,Turkana,0.0,5.55,2.61,0.0,0.0,0.0,5.54,0.01,0.0,2.61,0.0,0.0
105,2.1808400152569627,35.759595841059436,Turkana,0.0,1.43,0.0,0.0,0.0,0.0,1.43,0.0,0.0,0.0,0.0,0.0
104,2.2194675724741018,35.75690089520708,Turkana,0.03,3.45,0.0,0.03,0.0,0.0,3.45,0.0,0.0,0.0,0.0,0.0
107,2.010609268916313,36.114430378286656,Turkana,0.78,89.78,3.44,0.78,0.0,0.0,89.69,0.09,0.0,3.44,0.0,0.0
110,2.191979124780045,35.80523025749271,Turkana,0.0,127.22,0.45,0.0,0.0,0.0,127.19,0.03,0.0,0.45,0.0,0.0
109,2.2389610141394956,35.72833446917208,Turkana,0.0,0.01,0.04,0.0,0.0,0.0,0.0,0.01,0.0,0.03,0.01,0.0
111,2.1883858636435667,35.80379295303811,Turkana,0.0,41.95,0.06,0.0,0.0,0.0,41.95,0.0,0.0,0.06,0.0,0.0
108,1.9516797862780724,36.03097688839195,Turkana,19.23,5.82,1.2,19.19,0.04,0.0,5.82,0.0,0.0,1.2,0.0,0.0
112,2.2733664895212735,35.73489217074615,Turkana,0.0,76.25,0.45,0.0,0.0,0.0,76.25,0.0,0.0,0.45,0.0,0.0
2,2.746958307309085,34.86711960628669,Turkana,0.0,22.54,5.16,0.0,0.0,0.0,22.33,0.21,0.0,5.12,0.04,0.0
115,2.2720190165950935,35.74710925861018,Turkana,0.0,93.09,0.74,0.0,0.0,0.0,93.09,0.0,0.0,0.74,0.0,0.0
113,2.2664494618335524,35.731927730308556,Turkana,0.05,41.63,0.11,0.05,0.0,0.0,41.63,0.0,0.0,0.11,0.0,0.0
114,2.273725815634921,35.73489217074615,Turkana,0.0,80.42,0.05,0.0,0.0,0.0,80.42,0.0,0.0,0.05,0.0,0.0
116,2.2564781621798264,35.73965324175198,Turkana,0.0,12.73,0.0,0.0,0.0,0.0,12.73,0.0,0.0,0.0,0.0,0.0
117,2.20419621264407,35.80055901801529,Turkana,0.0,92.37,0.01,0.0,0.0,0.0,92.35,0.02,0.0,0.01,0.0,0.0
120,2.281181832493113,35.80990149697013,Turkana,0.0,54.9,0.49,0.0,0.0,0.0,54.54,0.36,0.0,0.45,0.04,0.0
118,2.290344648391132,35.79687592535039,Turkana,0.0,94.23,0.31,0.0,0.0,0.0,94.23,0.0,0.0,0.31,0.0,0.0
119,2.26034091790154,35.74333633441688,Turkana,0.0,22.92,0.02,0.0,0.0,0.0,22.92,0.0,0.0,0.02,0.0,0.0
123,2.2644731682084895,35.73022093126873,Turkana,0.38,58.12000000000001,0.0,0.38,0.0,0.0,58.12000000000001,0.0,0.0,0.0,0.0,0.0
4,1.1820032508444664,36.10275227959309,Turkana,0.53,92.33,14.54,0.53,0.0,0.0,92.31,0.02,0.0,14.52,0.02,0.0
122,2.290075153805896,35.79687592535039,Turkana,0.1,190.32,0.88,0.1,0.0,0.0,190.31,0.01,0.0,0.88,0.0,0.0
121,1.9855462724893784,36.1080523397694,Turkana,87.02,7.95,5.2,82.07000000000002,4.95,0.0,7.52,0.43,0.0,4.71,0.49,0.0
124,1.9523086069769562,36.02944975240894,Turkana,19.26,7.35,0.86,19.2,0.06,0.0,7.35,0.0,0.0,0.86,0.0,0.0
127,2.2786665496975784,35.745492291098756,Turkana,0.0,224.07,0.59,0.0,0.0,0.0,224.07,0.0,0.0,0.59,0.0,0.0
125,2.236445731343961,35.751960161144424,Turkana,0.0,10.79,0.0,0.0,0.0,0.0,10.79,0.0,0.0,0.0,0.0,0.0
129,3.108979366809252,35.65988284452217,Turkana,0.01,154.70000000000005,3.66,0.01,0.0,0.0,154.5,0.2,0.0,3.65,0.01,0.0
128,1.9811445275971926,36.072119728404616,Turkana,8.82,42.49,15.73,8.81,0.01,0.0,42.38,0.11,0.0,15.65,0.08,0.0
126,1.9516797862780724,36.030258236164656,Turkana,21.93,4.95,0.78,21.88,0.05,0.0,4.95,0.0,0.0,0.78,0.0,0.0
130,3.090563903484802,35.60957718861148,Turkana,12.19,0.0,0.0,12.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,2.7004255755916935,36.24818952409204,Turkana,0.02,55.22,3.99,0.02,0.0,0.0,53.9,1.26,0.06,3.99,0.0,0.0
131,2.6566776212550725,36.2666049874165,Turkana,0.34,46.62,16.68,0.34,0.0,0.0,46.13,0.49,0.0,16.4,0.26,0.02
133,2.63951979932839,36.23103170216537,Turkana,0.0,17.09,0.0,0.0,0.0,0.0,17.09,0.0,0.0,0.0,0.0,0.0
132,2.6436520496353397,36.24441659989874,Turkana,1.54,29.52,0.0,1.54,0.0,0.0,29.52,0.0,0.0,0.0,0.0,0.0
136,2.0205805685700398,36.127994939076856,Turkana,244.63,33.45,0.48,203.71,40.85,0.07,33.4,0.05,0.0,0.46,0.02,0.0
138,3.1203879709175695,35.60805005262847,Turkana,6.1000000000000005,4.7,5.92,5.76,0.34,0.0,4.63,0.07,0.0,5.78,0.14,0.0
137,2.50010126723304,35.299927910175484,Turkana,0.0,11.0,0.14,0.0,0.0,0.0,11.0,0.0,0.0,0.14,0.0,0.0
139,1.950062818766657,36.01660384384603,Turkana,0.0,38.97,1.42,0.0,0.0,0.0,38.95,0.02,0.0,1.41,0.01,0.0
5,2.032887487962477,35.89964319385368,Turkana,0.0,327.66,47.35,0.0,0.0,0.0,327.66,0.0,0.0,47.35,0.0,0.0
135,1.6761664886386152,36.051009319227816,Turkana,0.0,4.17,0.23,0.0,0.0,0.0,4.17,0.0,0.0,0.23,0.0,0.0
6,2.0926254543564253,35.952733627145136,Turkana,0.0,178.54,6.49,0.0,0.0,0.0,178.51,0.03,0.0,6.49,0.0,0.0
140,2.2114725664454378,35.77163326586664,Turkana,0.17,14.15,0.0,0.17,0.0,0.0,14.15,0.0,0.0,0.0,0.0,0.0
142,2.385566068507801,35.64712676748768,Turkana,0.74,88.49,3.59,0.74,0.0,0.0,88.49,0.0,0.0,3.59,0.0,0.0
141,2.381972807371323,35.6623981273177,Turkana,5.71,57.35,2.02,5.71,0.0,0.0,57.35,0.0,0.0,2.02,0.0,0.0
146,2.3589759360978633,35.65853537159599,Turkana,0.02,60.05,0.4,0.02,0.0,0.0,60.04,0.01,0.0,0.4,0.0,0.0
144,2.6167025911117543,36.20381274905654,Turkana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,2.2112030718602025,35.71737502270582,Turkana,0.0,0.99,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0
143,3.1639562621973667,35.655211605044755,Turkana,26.93,22.18,0.12,26.92,0.01,0.0,22.14,0.04,0.0,0.12,0.0,0.0
149,2.7166850822342568,35.13320059344289,Turkana,0.0,8.91,0.28,0.0,0.0,0.0,8.91,0.0,0.0,0.28,0.0,0.0
150,2.88341239896684,35.24989174885002,Turkana,0.0,63.84,1.12,0.0,0.0,0.0,63.56,0.28,0.0,1.12,0.0,0.0
151,2.2161438059228598,35.72078862078547,Turkana,0.0,0.86,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0
148,2.213359028542089,35.71881232716041,Turkana,0.0,1.33,0.0,0.0,0.0,0.0,1.33,0.0,0.0,0.0,0.0,0.0
147,3.0333412198863883,35.33325540721631,Turkana,0.0,19.71,0.0,0.0,0.0,0.0,19.71,0.0,0.0,0.0,0.0,0.0
159,2.0500453098891604,35.41661906558261,Turkana,0.0,16.84,2.58,0.0,0.0,0.0,16.84,0.0,0.0,2.58,0.0,0.0
153,2.1315225061588006,35.525494878017895,Turkana,0.19,5.18,0.0,0.18,0.01,0.0,5.1000000000000005,0.08,0.0,0.0,0.0,0.0
152,3.1404204017534356,35.59601262782127,Turkana,17.29,18.36,0.26,17.09,0.2,0.0,18.3,0.06,0.0,0.26,0.0,0.0
156,1.1550537923208806,36.3507771295385,Turkana,0.0,2.86,0.17,0.0,0.0,0.0,2.86,0.0,0.0,0.15,0.02,0.0
7,2.6011617366964863,35.04238091821841,Turkana,0.0,238.95,11.48,0.0,0.0,0.0,238.85,0.1,0.0,11.43,0.05,0.0
158,2.3889796665874554,35.71297327781363,Turkana,0.0,0.92,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0
155,1.1666420594860223,36.36694680465264,Turkana,0.0,0.5,0.13,0.0,0.0,0.0,0.5,0.0,0.0,0.13,0.0,0.0
157,3.257920040916269,35.676322014221554,Turkana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,2.3905966340988707,35.63940125604425,Turkana,0.0,4.44,0.26,0.0,0.0,0.0,4.44,0.0,0.0,0.26,0.0,0.0
160,-1.2666245506085252,35.51660155670511,Narok,29.22,69.83,30.0,29.22,0.0,0.0,69.83,0.0,0.0,30.0,0.0,0.0
161,-1.0832784011197312,35.86658519139807,Narok,29.14,0.0,0.07,28.21,0.93,0.0,0.0,0.0,0.0,0.07,0.0,0.0
162,-1.1166058981605653,34.816634287319175,Narok,0.0,1.32,43.86,0.0,0.0,0.0,1.09,0.23,0.0,42.23,1.63,0.0
163,2.280373348737405,35.03196046092262,West Pokot,1.45,40.47,31.9,1.45,0.0,0.0,40.46,0.01,0.0,31.85,0.05,0.0
168,-0.01661883275621115,36.59987995782484,Nyandarua,66.87,25.36,1.51,60.24,6.62,0.01,23.77,1.59,0.0,1.28,0.22,0.01
164,2.4553651660838884,35.18018248280235,West Pokot,0.0,0.01,0.04,0.0,0.0,0.0,0.01,0.0,0.0,0.04,0.0,0.0
169,-0.01661883275621115,36.63329728639408,Nyandarua,222.32,13.78,0.0,180.21,42.11,0.0,12.76,1.02,0.0,0.0,0.0,0.0
165,-0.44987629428705633,35.19994541905298,Kericho,132.9,0.0,0.28,100.99,31.91,0.0,0.0,0.0,0.0,0.28,0.0,0.0
166,-0.3555531894545066,36.531877490816996,Nyandarua,283.57,0.27,2.56,238.0,45.06,0.51,0.26,0.01,0.0,2.14,0.42,0.0
167,-0.27551329763945726,36.48193116101994,Nyandarua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,0.6695143812542794,36.60580883870003,Laikipia,0.9,7.84,0.16,0.9,0.0,0.0,7.84,0.0,0.0,0.16,0.0,0.0
172,0.3166561376521313,36.34987881425438,Laikipia,190.42,68.92,35.86,162.66,27.75,0.01,65.18,3.74,0.0,34.72,1.14,0.0
171,0.7855767159625215,36.50690432591847,Laikipia,0.0,0.21,3.58,0.0,0.0,0.0,0.21,0.0,0.0,3.49,0.09,0.0
177,0.4333472930592572,36.51660613098696,Laikipia,0.0,202.07,276.91,0.0,0.0,0.0,154.44,46.74,0.89,183.1,91.42,2.39
173,-0.03332749704083425,36.733279777516586,Laikipia,275.38,17.82,0.0,268.11,7.27,0.0,17.06,0.76,0.0,0.0,0.0,0.0
175,0.2667098078550859,36.51660613098696,Laikipia,344.36,111.31,4.71,298.61,45.75,0.0,103.06,8.25,0.0,4.65,0.06,0.0
176,0.23338231081425168,36.51660613098696,Laikipia,241.08,53.2,20.93,189.27,50.79,1.02,48.28,4.92,0.0,19.16,1.77,0.0
174,0.4001096275468349,36.366587478539,Laikipia,450.27,0.0,0.41,236.61,213.29,0.37,0.0,0.0,0.0,0.15,0.26,0.0
179,0.0334173285692462,37.01660841812789,Laikipia,2.35,222.67,120.81,2.35,0.0,0.0,222.64,0.03,0.0,119.5,1.31,0.0
178,0.3500734662213775,36.56664229231242,Laikipia,424.12,69.0,4.74,246.29,177.31,0.52,49.4,19.41,0.19,2.15,2.58,0.01
180,0.18334614948879432,36.54993362802779,Laikipia,0.0,333.12,150.23,0.0,0.0,0.0,258.51,74.61,0.0,103.69,46.54,0.0
181,0.2500909750988748,36.53331479527158,Laikipia,417.86,0.0,0.0,208.87,201.67,7.32,0.0,0.0,0.0,0.0,0.0,0.0
182,0.0334173285692462,36.983280921087044,Laikipia,40.96,120.17,9.26,40.92,0.04,0.0,117.85,2.32,0.0,8.81,0.45,0.0
8,2.2369847205144326,35.72833446917208,Turkana,0.0,8.14,0.0,0.0,0.0,0.0,8.13,0.01,0.0,0.0,0.0,0.0
183,-0.0666549940816685,38.11659548353224,Tharaka-Nithi,0.91,39.77,19.58,0.91,0.0,0.0,39.25,0.52,0.0,19.53,0.05,0.0
185,3.3008595114971815,37.039425626344524,Marsabit,0.0,76.55,10.44,0.0,0.0,0.0,75.7,0.85,0.0,9.65,0.79,0.0
184,-0.4665849585716795,37.183335734860464,Kirinyaga,3.54,21.81,267.09000000000003,2.86,0.51,0.17,16.6,3.74,1.47,180.88,60.26,25.95
187,3.0969419420020508,37.38321088557706,Marsabit,0.1,78.41,9.52,0.1,0.0,0.0,78.41,0.0,0.0,9.51,0.01,0.0
186,2.660091219334727,36.69105895916297,Marsabit,0.0,10.27,10.05,0.0,0.0,0.0,9.79,0.48,0.0,10.04,0.01,0.0
188,3.1233524113551647,37.416628214146314,Marsabit,30.37,308.24,51.45,29.66,0.71,0.0,294.88,13.34,0.02,19.69,31.72,0.04
191,3.145361135816093,36.82320113745695,Marsabit,2.61,20.21,0.02,2.61,0.0,0.0,20.19,0.02,0.0,0.02,0.0,0.0
189,3.3206224477478115,37.0723937972717,Marsabit,0.0,182.58,0.47,0.0,0.0,0.0,182.35,0.23,0.0,0.47,0.0,0.0
190,1.5905570420620245,37.802095302561995,Marsabit,3.0500000000000003,236.37,48.5,2.91,0.14,0.0,210.33,26.04,0.0,37.31,11.19,0.0
193,3.1554222669982313,36.81385865850211,Marsabit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,2.851522206380597,36.70821678108965,Marsabit,0.04,29.88,0.11,0.04,0.0,0.0,28.84,1.04,0.0,0.07,0.04,0.0
194,2.7517193783149185,36.721601678823035,Marsabit,6.07,3.87,0.1,6.07,0.0,0.0,3.87,0.0,0.0,0.1,0.0,0.0
196,3.1792276220273985,36.94411437469944,Marsabit,2.76,258.16,2.72,2.76,0.0,0.0,255.29,2.87,0.0,2.71,0.01,0.0
9,2.253693384799056,35.73462267616091,Turkana,0.28,30.29,0.0,0.28,0.0,0.0,30.29,0.0,0.0,0.0,0.0,0.0
195,3.122274433014221,37.4240842310045,Marsabit,2.58,370.74,10.94,2.58,0.0,0.0,368.61,2.13,0.0,10.62,0.32,0.0
198,3.1894684162663607,36.9362990317276,Marsabit,4.7,335.5300000000001,1.5,4.68,0.02,0.0,301.5900000000001,33.94,0.0,1.05,0.45,0.0
10,2.2053640225134252,35.79741491452087,Turkana,0.0,100.87,5.75,0.0,0.0,0.0,100.87,0.0,0.0,5.75,0.0,0.0
199,3.1508408590492216,36.825985914837716,Marsabit,0.0,93.19,2.63,0.0,0.0,0.0,88.0,5.19,0.0,2.59,0.04,0.0
197,3.161171484816596,36.88877815319768,Marsabit,0.0,69.2,0.5,0.0,0.0,0.0,68.85000000000001,0.35000000000000003,0.0,0.49,0.01,0.0
11,2.2412068023497946,35.72132760995595,Turkana,0.0,10.68,0.0,0.0,0.0,0.0,10.68,0.0,0.0,0.0,0.0,0.0
201,3.1303592705712964,36.90710378499371,Marsabit,0.0,9.57,0.46,0.0,0.0,0.0,9.51,0.06,0.0,0.46,0.0,0.0
200,3.321161436918283,37.06915986224888,Marsabit,0.0,266.01,1.98,0.0,0.0,0.0,265.72,0.29,0.0,1.98,0.0,0.0
202,3.193061677402839,36.91743441076109,Marsabit,0.0,88.51,0.08,0.0,0.0,0.0,88.45,0.06,0.0,0.08,0.0,0.0
203,2.6655709425678564,37.07320228102742,Marsabit,0.0,265.36,6.8900000000000015,0.0,0.0,0.0,249.54,15.82,0.0,6.57,0.32,0.0
205,3.1220049384289847,37.42740799755575,Marsabit,0.0,239.06,67.64,0.0,0.0,0.0,238.93,0.13,0.0,67.61,0.03,0.0
206,3.1670105341633734,36.891293435993205,Marsabit,0.0,61.73,0.99,0.0,0.0,0.0,61.25,0.48,0.0,0.99,0.0,0.0
204,3.1680885125043163,36.89237141433415,Marsabit,0.0,409.43,23.01,0.0,0.0,0.0,392.79,16.64,0.0,21.35,1.66,0.0
12,2.276959750657751,35.74459397581464,Turkana,0.0,155.62,2.33,0.0,0.0,0.0,155.62,0.0,0.0,2.33,0.0,0.0
207,3.3222394152592267,37.06942935683411,Marsabit,3.76,297.04,1.16,3.76,0.0,0.0,296.95,0.09,0.0,1.16,0.0,0.0
208,3.288103434462685,37.03053230503174,Marsabit,0.0,82.3,0.0,0.0,0.0,0.0,82.3,0.0,0.0,0.0,0.0,0.0
210,3.183988693033232,36.937107515483305,Marsabit,0.0,162.1,1.04,0.0,0.0,0.0,144.06,18.04,0.0,0.73,0.31,0.0
209,2.324480629187674,37.47438988691519,Marsabit,0.0,397.31,104.44,0.0,0.0,0.0,338.5900000000001,58.72,0.0,73.46000000000002,30.98,0.0
214,2.491207945920257,37.560538322662254,Marsabit,0.02,445.12,2.13,0.02,0.0,0.0,440.67,4.45,0.0,1.92,0.21,0.0
213,2.74534133979767,36.728518706510755,Marsabit,0.0,2.62,0.0,0.0,0.0,0.0,2.62,0.0,0.0,0.0,0.0,0.0
211,3.17284958351015,36.95049241321669,Marsabit,0.0,304.71,89.94,0.0,0.0,0.0,302.82,1.89,0.0,85.89,4.05,0.0
212,2.931202772081999,37.6359968065283,Marsabit,4.74,324.4000000000001,70.95,4.74,0.0,0.0,321.97,2.43,0.0,70.39,0.56,0.0
13,2.9041634820300013,35.26381563575387,Turkana,0.0,130.71,21.12,0.0,0.0,0.0,130.68,0.03,0.0,21.12,0.0,0.0
215,3.3215207630319306,37.06942935683411,Marsabit,0.0,205.97,0.84,0.0,0.0,0.0,205.82,0.15,0.0,0.84,0.0,0.0
216,2.7019527115746964,37.2631959636187,Marsabit,0.0,311.79,173.1,0.0,0.0,0.0,306.37,5.42,0.0,170.4,2.7,0.0
14,2.857001929613726,35.20273019643375,Turkana,0.0,37.22,7.81,0.0,0.0,0.0,37.13,0.09,0.0,7.81,0.0,0.0
217,3.185605660544647,36.94662965749498,Marsabit,0.0,144.78,3.36,0.0,0.0,0.0,119.47,25.31,0.0,1.73,1.63,0.0
218,3.1841683560900558,36.94321605941532,Marsabit,0.0,170.11,4.22,0.0,0.0,0.0,133.17000000000002,36.94,0.0,2.75,1.47,0.0
3,2.0698082461397895,35.889582062671536,Turkana,0.0,15.15,0.0,0.0,0.0,0.0,15.15,0.0,0.0,0.0,0.0,0.0
219,3.2839711841557344,37.03960528940135,Marsabit,0.0,215.84,2.24,0.0,0.0,0.0,202.87,11.72,1.25,0.89,0.99,0.36
221,3.13053893362812,37.42192827432261,Marsabit,33.52,269.74,9.44,33.49,0.03,0.0,269.55,0.19,0.0,9.38,0.06,0.0
222,2.7494735901046194,36.7160321240615,Marsabit,0.0,21.6,0.0,0.0,0.0,0.0,21.6,0.0,0.0,0.0,0.0,0.0
