Image_ID,Latitude,Longitude,County,Total_Cropland(Ha),Total_Pastureland(Ha),Total_Forestland(Ha),Low_Damage_Cropland(Ha),Moderate_Damage_Cropland(Ha),High_Damage_Cropland(Ha),Low_Damage_Pastureland(Ha),Moderate_Damage_Pastureland(Ha),High_Damage_Pastureland(Ha),Low_Damage_Forestland(Ha),Moderate_Damage_Forestland(Ha),High_Damage_Forestland(Ha)
1,1.0300981362998551,36.430188200654655,Turkana,0.0,16.73,105.55,0.0,0.0,0.0,4.19,12.39,0.15,17.34,81.49,6.72
55,3.1214659492585133,35.61963831979362,Turkana,28.76,50.57,42.76,27.67,1.02,0.07,48.72,1.83,0.02,31.6,11.15,0.01
53,2.2048250333429538,35.80163699635624,Turkana,0.0,234.27,12.04,0.0,0.0,0.0,232.69,1.58,0.0,11.98,0.06,0.0
52,2.1911706410243372,35.79525895783898,Turkana,0.0,358.34000000000015,3.06,0.0,0.0,0.0,356.49,1.85,0.0,3.06,0.0,0.0
51,3.011512158482284,35.88769560057489,Turkana,0.0,64.76,3.25,0.0,0.0,0.0,59.43,5.33,0.0,3.0,0.25,0.0
56,2.2067114954396043,35.78349102761702,Turkana,0.0,161.58,2.17,0.0,0.0,0.0,161.11,0.47,0.0,2.15,0.02,0.0
54,3.1220049384289847,35.64631828373197,Turkana,0.03,225.45,99.61,0.03,0.0,0.0,215.91,9.51,0.03,91.45,8.16,0.0
50,3.147606924026391,35.871346262403904,Turkana,0.27,245.17,26.64,0.27,0.0,0.0,240.03,5.12,0.02,24.69,1.94,0.01
62,2.1539803882617887,35.78879108779333,Turkana,0.0,76.18,1.37,0.0,0.0,0.0,75.66,0.52,0.0,1.3,0.07,0.0
58,2.205543685570249,35.79022839224791,Turkana,0.0,234.78,10.27,0.0,0.0,0.0,233.93,0.85,0.0,10.22,0.05,0.0
57,2.1841637818082047,35.791575865174096,Turkana,0.0,368.17,0.1,0.0,0.0,0.0,365.15,3.02,0.0,0.1,0.0,0.0
61,2.901648199234466,35.244142531031656,Turkana,0.0,87.38,9.15,0.0,0.0,0.0,85.14,2.24,0.0,8.89,0.26,0.0
59,2.2200963931729856,35.75690089520708,Turkana,0.14,54.9,0.03,0.14,0.0,0.0,54.88,0.02,0.0,0.03,0.0,0.0
60,2.272558005765566,35.765255227349385,Turkana,0.0,321.61,0.08,0.0,0.0,0.0,321.1,0.51,0.0,0.08,0.0,0.0
64,2.271659690481446,35.72384289275148,Turkana,0.11,37.19,0.01,0.11,0.0,0.0,37.14,0.05,0.0,0.01,0.0,0.0
66,2.913416129456432,35.27657171278837,Turkana,0.2,124.68,34.29,0.2,0.0,0.0,122.79,1.89,0.0,28.27,6.0,0.02
63,3.1247897158097553,35.60023470965663,Turkana,75.60000000000002,0.87,1.92,71.15,4.45,0.0,0.8300000000000001,0.04,0.0,1.72,0.2,0.0
65,3.025076719272489,35.90072117219462,Turkana,0.0,5.8,2.24,0.0,0.0,0.0,5.24,0.56,0.0,2.05,0.19,0.0
69,1.9861750931882618,36.11802363942313,Turkana,170.73,3.15,0.58,169.70000000000005,1.03,0.0,3.15,0.0,0.0,0.58,0.0,0.0
70,2.234199943133662,35.748816057650004,Turkana,6.87,48.02,0.55,6.87,0.0,0.0,47.83,0.19,0.0,0.54,0.01,0.0
71,2.2664494618335524,35.71099698418857,Turkana,0.0,111.34,0.06,0.0,0.0,0.0,109.21,2.13,0.0,0.06,0.0,0.0
67,2.674823589994287,36.24818952409204,Turkana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,2.6136483191457476,36.23525378400072,Turkana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,2.2336609539631906,35.74989403599095,Turkana,0.0,181.75,0.0,0.0,0.0,0.0,180.96,0.79,0.0,0.0,0.0,0.0
72,2.1900926626833934,35.81457273644756,Turkana,0.0,247.34,1.36,0.0,0.0,0.0,240.87,6.47,0.0,1.24,0.12,0.0
73,2.2972616760788522,35.70884102750668,Turkana,46.34,168.88,0.0,46.25,0.09,0.0,168.63,0.25,0.0,0.0,0.0,0.0
